GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOIE001,NAME_M,JOIM001
"G2200230","2006-2010",,,"Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Parish, Louisiana",59555,"Cameron Parish, Louisiana",7364
"G2200250","2006-2010",,,"Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catahoula Parish, Louisiana",36398,"Catahoula Parish, Louisiana",5022
"G2200270","2006-2010",,,"Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne Parish, Louisiana",32292,"Claiborne Parish, Louisiana",3423
"G2200290","2006-2010",,,"Louisiana","22","Concordia Parish","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concordia Parish, Louisiana",30062,"Concordia Parish, Louisiana",4388
"G2200310","2006-2010",,,"Louisiana","22","De Soto Parish","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Soto Parish, Louisiana",38007,"De Soto Parish, Louisiana",1766
"G2200330","2006-2010",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",46179,"East Baton Rouge Parish, Louisiana",857
"G2200350","2006-2010",,,"Louisiana","22","East Carroll Parish","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Carroll Parish, Louisiana",24038,"East Carroll Parish, Louisiana",3515
"G2200370","2006-2010",,,"Louisiana","22","East Feliciana Parish","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Feliciana Parish, Louisiana",35335,"East Feliciana Parish, Louisiana",5377
"G2200390","2006-2010",,,"Louisiana","22","Evangeline Parish","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evangeline Parish, Louisiana",34057,"Evangeline Parish, Louisiana",3259
"G2200410","2006-2010",,,"Louisiana","22","Franklin Parish","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Parish, Louisiana",32311,"Franklin Parish, Louisiana",3284
"G2200430","2006-2010",,,"Louisiana","22","Grant Parish","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant Parish, Louisiana",40092,"Grant Parish, Louisiana",3050
"G2200450","2006-2010",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",41783,"Iberia Parish, Louisiana",1764
"G2200470","2006-2010",,,"Louisiana","22","Iberville Parish","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberville Parish, Louisiana",42215,"Iberville Parish, Louisiana",1997
"G2200490","2006-2010",,,"Louisiana","22","Jackson Parish","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson Parish, Louisiana",40674,"Jackson Parish, Louisiana",2215
"G2200510","2006-2010",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",48175,"Jefferson Parish, Louisiana",742
"G2200530","2006-2010",,,"Louisiana","22","Jefferson Davis Parish","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis Parish, Louisiana",42907,"Jefferson Davis Parish, Louisiana",3236
"G2200550","2006-2010",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",47559,"Lafayette Parish, Louisiana",1314
"G2200570","2006-2010",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",47492,"Lafourche Parish, Louisiana",2217
"G2200590","2006-2010",,,"Louisiana","22","La Salle Parish","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle Parish, Louisiana",37572,"La Salle Parish, Louisiana",3943
"G2200610","2006-2010",,,"Louisiana","22","Lincoln Parish","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Parish, Louisiana",35247,"Lincoln Parish, Louisiana",2512
"G2200630","2006-2010",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",54708,"Livingston Parish, Louisiana",1820
"G2200650","2006-2010",,,"Louisiana","22","Madison Parish","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison Parish, Louisiana",26441,"Madison Parish, Louisiana",2908
"G2200670","2006-2010",,,"Louisiana","22","Morehouse Parish","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morehouse Parish, Louisiana",31781,"Morehouse Parish, Louisiana",1886
"G2200690","2006-2010",,,"Louisiana","22","Natchitoches Parish","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natchitoches Parish, Louisiana",30326,"Natchitoches Parish, Louisiana",1156
"G2200710","2006-2010",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",37468,"Orleans Parish, Louisiana",1104
"G2200730","2006-2010",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",39823,"Ouachita Parish, Louisiana",1488
"G2200750","2006-2010",,,"Louisiana","22","Plaquemines Parish","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plaquemines Parish, Louisiana",54730,"Plaquemines Parish, Louisiana",5795
"G2200770","2006-2010",,,"Louisiana","22","Pointe Coupee Parish","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pointe Coupee Parish, Louisiana",41177,"Pointe Coupee Parish, Louisiana",3357
"G2200790","2006-2010",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",40658,"Rapides Parish, Louisiana",1056
"G2200810","2006-2010",,,"Louisiana","22","Red River Parish","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Parish, Louisiana",34723,"Red River Parish, Louisiana",3970
"G2200830","2006-2010",,,"Louisiana","22","Richland Parish","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland Parish, Louisiana",37682,"Richland Parish, Louisiana",3234
"G2200850","2006-2010",,,"Louisiana","22","Sabine Parish","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine Parish, Louisiana",35395,"Sabine Parish, Louisiana",2358
"G2200870","2006-2010",,,"Louisiana","22","St. Bernard Parish","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Bernard Parish, Louisiana",39200,"St. Bernard Parish, Louisiana",2982
"G2200890","2006-2010",,,"Louisiana","22","St. Charles Parish","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles Parish, Louisiana",60961,"St. Charles Parish, Louisiana",2834
"G2200910","2006-2010",,,"Louisiana","22","St. Helena Parish","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Helena Parish, Louisiana",27393,"St. Helena Parish, Louisiana",3414
"G2200930","2006-2010",,,"Louisiana","22","St. James Parish","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. James Parish, Louisiana",51725,"St. James Parish, Louisiana",3551
"G2200950","2006-2010",,,"Louisiana","22","St. John the Baptist Parish","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. John the Baptist Parish, Louisiana",47666,"St. John the Baptist Parish, Louisiana",2479
"G2200970","2006-2010",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",31813,"St. Landry Parish, Louisiana",1338
"G2200990","2006-2010",,,"Louisiana","22","St. Martin Parish","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Martin Parish, Louisiana",41302,"St. Martin Parish, Louisiana",3864
"G2201010","2006-2010",,,"Louisiana","22","St. Mary Parish","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary Parish, Louisiana",40431,"St. Mary Parish, Louisiana",2132
"G2201030","2006-2010",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",60866,"St. Tammany Parish, Louisiana",1130
"G2201050","2006-2010",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",38957,"Tangipahoa Parish, Louisiana",1428
"G2201070","2006-2010",,,"Louisiana","22","Tensas Parish","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tensas Parish, Louisiana",27157,"Tensas Parish, Louisiana",5233
"G2201090","2006-2010",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",48437,"Terrebonne Parish, Louisiana",1324
"G2201110","2006-2010",,,"Louisiana","22","Union Parish","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Parish, Louisiana",38930,"Union Parish, Louisiana",3480
"G2201130","2006-2010",,,"Louisiana","22","Vermilion Parish","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion Parish, Louisiana",42693,"Vermilion Parish, Louisiana",2243
"G2201150","2006-2010",,,"Louisiana","22","Vernon Parish","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon Parish, Louisiana",42554,"Vernon Parish, Louisiana",1115
"G2201170","2006-2010",,,"Louisiana","22","Washington Parish","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington Parish, Louisiana",30363,"Washington Parish, Louisiana",2158
"G2201190","2006-2010",,,"Louisiana","22","Webster Parish","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Parish, Louisiana",35999,"Webster Parish, Louisiana",3147
"G2201210","2006-2010",,,"Louisiana","22","West Baton Rouge Parish","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Baton Rouge Parish, Louisiana",47298,"West Baton Rouge Parish, Louisiana",4828
"G2201230","2006-2010",,,"Louisiana","22","West Carroll Parish","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Carroll Parish, Louisiana",33901,"West Carroll Parish, Louisiana",3751
"G2201250","2006-2010",,,"Louisiana","22","West Feliciana Parish","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Feliciana Parish, Louisiana",43411,"West Feliciana Parish, Louisiana",4780
"G2201270","2006-2010",,,"Louisiana","22","Winn Parish","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winn Parish, Louisiana",32039,"Winn Parish, Louisiana",2872
"G2300010","2006-2010",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Androscoggin County, Maine",44470,"Androscoggin County, Maine",2078
"G2300030","2006-2010",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aroostook County, Maine",36574,"Aroostook County, Maine",1110
"G2300050","2006-2010",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Maine",55658,"Cumberland County, Maine",1051
"G2300070","2006-2010",,,"Maine","23","Franklin County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Maine",39831,"Franklin County, Maine",2153
"G2300090","2006-2010",,,"Maine","23","Hancock County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Maine",47533,"Hancock County, Maine",1985
"G2300110","2006-2010",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennebec County, Maine",45973,"Kennebec County, Maine",1677
"G2300130","2006-2010",,,"Maine","23","Knox County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Maine",45264,"Knox County, Maine",1899
"G2300150","2006-2010",,,"Maine","23","Lincoln County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Maine",47678,"Lincoln County, Maine",2752
"G2300170","2006-2010",,,"Maine","23","Oxford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford County, Maine",39748,"Oxford County, Maine",1543
"G2300190","2006-2010",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penobscot County, Maine",42658,"Penobscot County, Maine",1095
"G2300210","2006-2010",,,"Maine","23","Piscataquis County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piscataquis County, Maine",34016,"Piscataquis County, Maine",1294
"G2300230","2006-2010",,,"Maine","23","Sagadahoc County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sagadahoc County, Maine",55486,"Sagadahoc County, Maine",1568
"G2300250","2006-2010",,,"Maine","23","Somerset County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maine",36647,"Somerset County, Maine",1119
"G2300270","2006-2010",,,"Maine","23","Waldo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldo County, Maine",41312,"Waldo County, Maine",1559
"G2300290","2006-2010",,,"Maine","23","Washington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maine",34859,"Washington County, Maine",1250
"G2300310","2006-2010",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Maine",55008,"York County, Maine",1025
"G2400010","2006-2010",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, Maryland",37747,"Allegany County, Maryland",1758
"G2400030","2006-2010",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",83456,"Anne Arundel County, Maryland",1161
"G2400050","2006-2010",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore County, Maryland",63959,"Baltimore County, Maryland",699
"G2400090","2006-2010",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvert County, Maryland",90838,"Calvert County, Maryland",2649
"G2400110","2006-2010",,,"Maryland","24","Caroline County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline County, Maryland",58799,"Caroline County, Maryland",2059
"G2400130","2006-2010",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Maryland",81621,"Carroll County, Maryland",1658
"G2400150","2006-2010",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecil County, Maryland",64886,"Cecil County, Maryland",1872
"G2400170","2006-2010",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles County, Maryland",88825,"Charles County, Maryland",1557
"G2400190","2006-2010",,,"Maryland","24","Dorchester County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, Maryland",45151,"Dorchester County, Maryland",1681
"G2400210","2006-2010",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Maryland",81686,"Frederick County, Maryland",1890
"G2400230","2006-2010",,,"Maryland","24","Garrett County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrett County, Maryland",45760,"Garrett County, Maryland",2031
"G2400250","2006-2010",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harford County, Maryland",77010,"Harford County, Maryland",1228
"G2400270","2006-2010",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Maryland",103273,"Howard County, Maryland",1619
"G2400290","2006-2010",,,"Maryland","24","Kent County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Maryland",50141,"Kent County, Maryland",3709
"G2400310","2006-2010",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Maryland",93373,"Montgomery County, Maryland",838
"G2400330","2006-2010",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince George's County, Maryland",71260,"Prince George's County, Maryland",789
"G2400350","2006-2010",,,"Maryland","24","Queen Anne's County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queen Anne's County, Maryland",81096,"Queen Anne's County, Maryland",3028
"G2400370","2006-2010",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",80053,"St. Mary's County, Maryland",2311
"G2400390","2006-2010",,,"Maryland","24","Somerset County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maryland",42443,"Somerset County, Maryland",3351
"G2400410","2006-2010",,,"Maryland","24","Talbot County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Maryland",63017,"Talbot County, Maryland",2936
"G2400430","2006-2010",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maryland",52994,"Washington County, Maryland",1733
"G2400450","2006-2010",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wicomico County, Maryland",50752,"Wicomico County, Maryland",1439
"G2400470","2006-2010",,,"Maryland","24","Worcester County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester County, Maryland",55487,"Worcester County, Maryland",2738
"G2405100","2006-2010",,,"Maryland","24","Baltimore City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore city, Maryland",39386,"Baltimore city, Maryland",527
"G2500010","2006-2010",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnstable County, Massachusetts",60317,"Barnstable County, Massachusetts",1168
"G2500030","2006-2010",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkshire County, Massachusetts",48907,"Berkshire County, Massachusetts",1429
"G2500050","2006-2010",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Massachusetts",54955,"Bristol County, Massachusetts",849
"G2500070","2006-2010",,,"Massachusetts","25","Dukes County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes County, Massachusetts",62407,"Dukes County, Massachusetts",8087
"G2500090","2006-2010",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Massachusetts",64153,"Essex County, Massachusetts",773
"G2500110","2006-2010",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Massachusetts",52002,"Franklin County, Massachusetts",1718
"G2500130","2006-2010",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampden County, Massachusetts",47724,"Hampden County, Massachusetts",852
"G2500150","2006-2010",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, Massachusetts",59505,"Hampshire County, Massachusetts",1652
"G2500170","2006-2010",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Massachusetts",77377,"Middlesex County, Massachusetts",719
"G2500190","2006-2010",,,"Massachusetts","25","Nantucket County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nantucket County, Massachusetts",83347,"Nantucket County, Massachusetts",7132
"G2500210","2006-2010",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk County, Massachusetts",81027,"Norfolk County, Massachusetts",1039
"G2500230","2006-2010",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Massachusetts",73131,"Plymouth County, Massachusetts",895
"G2500250","2006-2010",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, Massachusetts",50597,"Suffolk County, Massachusetts",809
"G2500270","2006-2010",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester County, Massachusetts",64152,"Worcester County, Massachusetts",768
"G2600010","2006-2010",,,"Michigan","26","Alcona County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcona County, Michigan",34858,"Alcona County, Michigan",1242
"G2600030","2006-2010",,,"Michigan","26","Alger County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alger County, Michigan",38262,"Alger County, Michigan",2307
"G2600050","2006-2010",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegan County, Michigan",50240,"Allegan County, Michigan",1409
"G2600070","2006-2010",,,"Michigan","26","Alpena County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpena County, Michigan",36695,"Alpena County, Michigan",1279
"G2600090","2006-2010",,,"Michigan","26","Antrim County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antrim County, Michigan",43123,"Antrim County, Michigan",1627
"G2600110","2006-2010",,,"Michigan","26","Arenac County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arenac County, Michigan",36689,"Arenac County, Michigan",1218
"G2600130","2006-2010",,,"Michigan","26","Baraga County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baraga County, Michigan",40541,"Baraga County, Michigan",2547
"G2600150","2006-2010",,,"Michigan","26","Barry County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Michigan",51869,"Barry County, Michigan",1684
"G2600170","2006-2010",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay County, Michigan",44659,"Bay County, Michigan",1046
"G2600190","2006-2010",,,"Michigan","26","Benzie County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benzie County, Michigan",44718,"Benzie County, Michigan",1616
"G2600210","2006-2010",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berrien County, Michigan",42625,"Berrien County, Michigan",936
"G2600230","2006-2010",,,"Michigan","26","Branch County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Branch County, Michigan",42133,"Branch County, Michigan",1475
"G2600250","2006-2010",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Michigan",42568,"Calhoun County, Michigan",1058
"G2600270","2006-2010",,,"Michigan","26","Cass County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Michigan",45177,"Cass County, Michigan",1913
"G2600290","2006-2010",,,"Michigan","26","Charlevoix County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlevoix County, Michigan",48704,"Charlevoix County, Michigan",1959
"G2600310","2006-2010",,,"Michigan","26","Cheboygan County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheboygan County, Michigan",37903,"Cheboygan County, Michigan",1427
"G2600330","2006-2010",,,"Michigan","26","Chippewa County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Michigan",40194,"Chippewa County, Michigan",1992
"G2600350","2006-2010",,,"Michigan","26","Clare County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clare County, Michigan",34399,"Clare County, Michigan",1416
"G2600370","2006-2010",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Michigan",58016,"Clinton County, Michigan",1430
"G2600390","2006-2010",,,"Michigan","26","Crawford County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Michigan",39665,"Crawford County, Michigan",2138
"G2600410","2006-2010",,,"Michigan","26","Delta County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Michigan",41951,"Delta County, Michigan",1802
"G2600430","2006-2010",,,"Michigan","26","Dickinson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Michigan",42586,"Dickinson County, Michigan",1583
"G2600450","2006-2010",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eaton County, Michigan",54885,"Eaton County, Michigan",1071
"G2600470","2006-2010",,,"Michigan","26","Emmet County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Michigan",49235,"Emmet County, Michigan",1785
"G2600490","2006-2010",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, Michigan",43483,"Genesee County, Michigan",617
"G2600510","2006-2010",,,"Michigan","26","Gladwin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gladwin County, Michigan",37936,"Gladwin County, Michigan",1333
"G2600530","2006-2010",,,"Michigan","26","Gogebic County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gogebic County, Michigan",33673,"Gogebic County, Michigan",2162
