GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOIE001,NAME_M,JOIM001
"G3601170","2006-2010",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",52562,"Wayne County, New York",1274
"G3601190","2006-2010",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",79619,"Westchester County, New York",1003
"G3601210","2006-2010",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",50075,"Wyoming County, New York",2041
"G3601230","2006-2010",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",46822,"Yates County, New York",3021
"G3700010","2006-2010",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",44167,"Alamance County, North Carolina",1245
"G3700030","2006-2010",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",40014,"Alexander County, North Carolina",3131
"G3700050","2006-2010",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",30845,"Alleghany County, North Carolina",3633
"G3700070","2006-2010",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",34745,"Anson County, North Carolina",2083
"G3700090","2006-2010",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",34538,"Ashe County, North Carolina",2286
"G3700110","2006-2010",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",34918,"Avery County, North Carolina",2670
"G3700130","2006-2010",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",40653,"Beaufort County, North Carolina",1724
"G3700150","2006-2010",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",29110,"Bertie County, North Carolina",3004
"G3700170","2006-2010",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",30471,"Bladen County, North Carolina",2239
"G3700190","2006-2010",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",45806,"Brunswick County, North Carolina",1167
"G3700210","2006-2010",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",44190,"Buncombe County, North Carolina",1057
"G3700230","2006-2010",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",37139,"Burke County, North Carolina",1740
"G3700250","2006-2010",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",53928,"Cabarrus County, North Carolina",1444
"G3700270","2006-2010",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",37261,"Caldwell County, North Carolina",1560
"G3700290","2006-2010",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",61091,"Camden County, North Carolina",2837
"G3700310","2006-2010",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",46155,"Carteret County, North Carolina",1439
"G3700330","2006-2010",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",36927,"Caswell County, North Carolina",2101
"G3700350","2006-2010",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",43484,"Catawba County, North Carolina",1208
"G3700370","2006-2010",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",56038,"Chatham County, North Carolina",2192
"G3700390","2006-2010",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",38144,"Cherokee County, North Carolina",2153
"G3700410","2006-2010",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",36761,"Chowan County, North Carolina",4261
"G3700430","2006-2010",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",35109,"Clay County, North Carolina",2848
"G3700450","2006-2010",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",38208,"Cleveland County, North Carolina",1544
"G3700470","2006-2010",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",35421,"Columbus County, North Carolina",1939
"G3700490","2006-2010",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",44599,"Craven County, North Carolina",1692
"G3700510","2006-2010",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",43834,"Cumberland County, North Carolina",861
"G3700530","2006-2010",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",55376,"Currituck County, North Carolina",3348
"G3700550","2006-2010",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",53889,"Dare County, North Carolina",3296
"G3700570","2006-2010",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",44249,"Davidson County, North Carolina",1037
"G3700590","2006-2010",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",49727,"Davie County, North Carolina",1952
"G3700610","2006-2010",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",32816,"Duplin County, North Carolina",1891
"G3700630","2006-2010",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",49894,"Durham County, North Carolina",1328
"G3700650","2006-2010",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",32665,"Edgecombe County, North Carolina",2017
"G3700670","2006-2010",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",46749,"Forsyth County, North Carolina",832
"G3700690","2006-2010",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",43710,"Franklin County, North Carolina",1924
"G3700710","2006-2010",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",43253,"Gaston County, North Carolina",1133
"G3700730","2006-2010",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",45682,"Gates County, North Carolina",4343
"G3700750","2006-2010",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",28447,"Graham County, North Carolina",2008
"G3700770","2006-2010",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",48210,"Granville County, North Carolina",3033
"G3700790","2006-2010",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",41488,"Greene County, North Carolina",3334
"G3700810","2006-2010",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",45676,"Guilford County, North Carolina",748
"G3700830","2006-2010",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",30439,"Halifax County, North Carolina",1866
"G3700850","2006-2010",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",42853,"Harnett County, North Carolina",1391
"G3700870","2006-2010",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",41377,"Haywood County, North Carolina",1879
"G3700890","2006-2010",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",46446,"Henderson County, North Carolina",2033
"G3700910","2006-2010",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",30878,"Hertford County, North Carolina",2506
"G3700930","2006-2010",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",42927,"Hoke County, North Carolina",2775
"G3700950","2006-2010",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",38265,"Hyde County, North Carolina",5474
"G3700970","2006-2010",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",48962,"Iredell County, North Carolina",1572
"G3700990","2006-2010",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",37190,"Jackson County, North Carolina",2541
"G3701010","2006-2010",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",49745,"Johnston County, North Carolina",1705
"G3701030","2006-2010",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",38354,"Jones County, North Carolina",2747
"G3701050","2006-2010",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",44120,"Lee County, North Carolina",2649
"G3701070","2006-2010",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",33625,"Lenoir County, North Carolina",1227
"G3701090","2006-2010",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",47450,"Lincoln County, North Carolina",1653
"G3701110","2006-2010",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",34953,"McDowell County, North Carolina",1575
"G3701130","2006-2010",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",38615,"Macon County, North Carolina",2167
"G3701150","2006-2010",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",38580,"Madison County, North Carolina",2766
"G3701170","2006-2010",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",34766,"Martin County, North Carolina",2549
"G3701190","2006-2010",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",55294,"Mecklenburg County, North Carolina",685
"G3701210","2006-2010",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",32743,"Mitchell County, North Carolina",3680
"G3701230","2006-2010",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",33861,"Montgomery County, North Carolina",1989
"G3701250","2006-2010",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",48319,"Moore County, North Carolina",2478
"G3701270","2006-2010",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",44499,"Nash County, North Carolina",1620
"G3701290","2006-2010",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",48553,"New Hanover County, North Carolina",1155
"G3701310","2006-2010",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",30578,"Northampton County, North Carolina",2354
"G3701330","2006-2010",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",43561,"Onslow County, North Carolina",1021
"G3701350","2006-2010",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",52981,"Orange County, North Carolina",2675
"G3701370","2006-2010",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",40561,"Pamlico County, North Carolina",4895
"G3701390","2006-2010",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",44085,"Pasquotank County, North Carolina",2198
"G3701410","2006-2010",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",44338,"Pender County, North Carolina",2187
"G3701430","2006-2010",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",43041,"Perquimans County, North Carolina",4039
"G3701450","2006-2010",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",44668,"Person County, North Carolina",3047
"G3701470","2006-2010",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",38592,"Pitt County, North Carolina",1256
"G3701490","2006-2010",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",43692,"Polk County, North Carolina",4038
"G3701510","2006-2010",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",40346,"Randolph County, North Carolina",1120
"G3701530","2006-2010",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",30439,"Richmond County, North Carolina",1596
"G3701550","2006-2010",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",29667,"Robeson County, North Carolina",1343
"G3701570","2006-2010",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",39231,"Rockingham County, North Carolina",1310
"G3701590","2006-2010",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, North Carolina",43596,"Rowan County, North Carolina",2124
"G3701610","2006-2010",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",35364,"Rutherford County, North Carolina",1507
"G3701630","2006-2010",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sampson County, North Carolina",35740,"Sampson County, North Carolina",1342
"G3701650","2006-2010",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, North Carolina",29368,"Scotland County, North Carolina",2502
"G3701670","2006-2010",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanly County, North Carolina",44802,"Stanly County, North Carolina",1630
"G3701690","2006-2010",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stokes County, North Carolina",42689,"Stokes County, North Carolina",2059
"G3701710","2006-2010",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",37294,"Surry County, North Carolina",1448
"G3701730","2006-2010",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swain County, North Carolina",35071,"Swain County, North Carolina",6739
"G3701750","2006-2010",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transylvania County, North Carolina",39408,"Transylvania County, North Carolina",2463
"G3701770","2006-2010",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrrell County, North Carolina",32215,"Tyrrell County, North Carolina",3444
"G3701790","2006-2010",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, North Carolina",63386,"Union County, North Carolina",1829
"G3701810","2006-2010",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance County, North Carolina",34025,"Vance County, North Carolina",1676
"G3701830","2006-2010",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake County, North Carolina",63770,"Wake County, North Carolina",735
"G3701850","2006-2010",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, North Carolina",30641,"Warren County, North Carolina",3515
"G3701870","2006-2010",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, North Carolina",32716,"Washington County, North Carolina",2184
"G3701890","2006-2010",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watauga County, North Carolina",31967,"Watauga County, North Carolina",2281
"G3701910","2006-2010",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, North Carolina",41224,"Wayne County, North Carolina",979
"G3701930","2006-2010",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",33438,"Wilkes County, North Carolina",1750
"G3701950","2006-2010",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",38596,"Wilson County, North Carolina",1558
"G3701970","2006-2010",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yadkin County, North Carolina",39807,"Yadkin County, North Carolina",2667
"G3701990","2006-2010",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yancey County, North Carolina",35703,"Yancey County, North Carolina",3182
"G3800010","2006-2010",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, North Dakota",35966,"Adams County, North Dakota",7762
"G3800030","2006-2010",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnes County, North Dakota",41773,"Barnes County, North Dakota",2186
"G3800050","2006-2010",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benson County, North Dakota",30479,"Benson County, North Dakota",1464
"G3800070","2006-2010",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings County, North Dakota",51923,"Billings County, North Dakota",9106
"G3800090","2006-2010",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bottineau County, North Dakota",40227,"Bottineau County, North Dakota",2670
"G3800110","2006-2010",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman County, North Dakota",48063,"Bowman County, North Dakota",3750
"G3800130","2006-2010",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Dakota",50800,"Burke County, North Dakota",6552
"G3800150","2006-2010",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",53465,"Burleigh County, North Dakota",1355
"G3800170","2006-2010",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, North Dakota",47600,"Cass County, North Dakota",1333
"G3800190","2006-2010",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavalier County, North Dakota",48786,"Cavalier County, North Dakota",6846
"G3800210","2006-2010",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickey County, North Dakota",37179,"Dickey County, North Dakota",3789
"G3800230","2006-2010",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Divide County, North Dakota",48152,"Divide County, North Dakota",5736
"G3800250","2006-2010",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, North Dakota",48707,"Dunn County, North Dakota",6192
"G3800270","2006-2010",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, North Dakota",38404,"Eddy County, North Dakota",3085
"G3800290","2006-2010",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmons County, North Dakota",35615,"Emmons County, North Dakota",2162
"G3800310","2006-2010",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foster County, North Dakota",41066,"Foster County, North Dakota",4224
"G3800330","2006-2010",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, North Dakota",33333,"Golden Valley County, North Dakota",7410
"G3800350","2006-2010",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Forks County, North Dakota",44242,"Grand Forks County, North Dakota",1765
"G3800370","2006-2010",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, North Dakota",39500,"Grant County, North Dakota",4032
"G3800390","2006-2010",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Griggs County, North Dakota",40085,"Griggs County, North Dakota",4178
"G3800410","2006-2010",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hettinger County, North Dakota",38393,"Hettinger County, North Dakota",1784
"G3800430","2006-2010",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidder County, North Dakota",34250,"Kidder County, North Dakota",4722
"G3800450","2006-2010",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaMoure County, North Dakota",46098,"LaMoure County, North Dakota",3256
"G3800470","2006-2010",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, North Dakota",41741,"Logan County, North Dakota",4755
"G3800490","2006-2010",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, North Dakota",36944,"McHenry County, North Dakota",4739
"G3800510","2006-2010",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, North Dakota",34904,"McIntosh County, North Dakota",2896
"G3800530","2006-2010",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKenzie County, North Dakota",48480,"McKenzie County, North Dakota",3207
"G3800550","2006-2010",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, North Dakota",52922,"McLean County, North Dakota",2171
"G3800570","2006-2010",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, North Dakota",60191,"Mercer County, North Dakota",2785
"G3800590","2006-2010",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, North Dakota",50591,"Morton County, North Dakota",3254
"G3800610","2006-2010",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountrail County, North Dakota",53912,"Mountrail County, North Dakota",5484
"G3800630","2006-2010",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, North Dakota",39071,"Nelson County, North Dakota",4088
"G3800650","2006-2010",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oliver County, North Dakota",62308,"Oliver County, North Dakota",12259
"G3800670","2006-2010",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembina County, North Dakota",48502,"Pembina County, North Dakota",3150
"G3800690","2006-2010",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, North Dakota",37091,"Pierce County, North Dakota",3988
"G3800710","2006-2010",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, North Dakota",41792,"Ramsey County, North Dakota",2166
"G3800730","2006-2010",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ransom County, North Dakota",46044,"Ransom County, North Dakota",1926
"G3800750","2006-2010",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, North Dakota",49583,"Renville County, North Dakota",3379
"G3800770","2006-2010",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, North Dakota",47131,"Richland County, North Dakota",2040
"G3800790","2006-2010",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolette County, North Dakota",28265,"Rolette County, North Dakota",2199
"G3800810","2006-2010",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sargent County, North Dakota",49318,"Sargent County, North Dakota",4445
"G3800830","2006-2010",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, North Dakota",37727,"Sheridan County, North Dakota",6083
"G3800850","2006-2010",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, North Dakota",30990,"Sioux County, North Dakota",4207
"G3800870","2006-2010",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slope County, North Dakota",43625,"Slope County, North Dakota",8196
"G3800890","2006-2010",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, North Dakota",49536,"Stark County, North Dakota",3507
"G3800910","2006-2010",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, North Dakota",44191,"Steele County, North Dakota",4403
"G3800930","2006-2010",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stutsman County, North Dakota",44620,"Stutsman County, North Dakota",2712
"G3800950","2006-2010",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towner County, North Dakota",43684,"Towner County, North Dakota",4709
"G3800970","2006-2010",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traill County, North Dakota",44290,"Traill County, North Dakota",1735
