STATE,COUNTY,STNAME,CTYNAME,Year,Population,State_Code
1,111,Alabama,Randolph County,2020,22920,AL
1,113,Alabama,Russell County,2020,58237,AL
1,115,Alabama,St. Clair County,2020,90739,AL
1,117,Alabama,Shelby County,2020,221428,AL
1,119,Alabama,Sumter County,2020,12225,AL
1,121,Alabama,Talladega County,2020,79985,AL
1,123,Alabama,Tallapoosa County,2020,40133,AL
1,125,Alabama,Tuscaloosa County,2020,210758,AL
1,127,Alabama,Walker County,2020,63143,AL
1,129,Alabama,Washington County,2020,15976,AL
1,131,Alabama,Wilcox County,2020,10206,AL
1,133,Alabama,Winston County,2020,23508,AL
4,1,Arizona,Apache County,2020,71875,AZ
4,3,Arizona,Cochise County,2020,127450,AZ
4,5,Arizona,Coconino County,2020,142481,AZ
4,7,Arizona,Gila County,2020,54303,AZ
4,9,Arizona,Graham County,2020,39211,AZ
4,11,Arizona,Greenlee County,2020,9341,AZ
4,12,Arizona,La Paz County,2020,21480,AZ
4,13,Arizona,Maricopa County,2020,4579081,AZ
4,15,Arizona,Mohave County,2020,217206,AZ
4,17,Arizona,Navajo County,2020,112112,AZ
4,19,Arizona,Pima County,2020,1061175,AZ
4,21,Arizona,Pinal County,2020,480828,AZ
4,23,Arizona,Santa Cruz County,2020,46808,AZ
4,25,Arizona,Yavapai County,2020,240226,AZ
4,27,Arizona,Yuma County,2020,217824,AZ
5,1,Arkansas,Arkansas County,2020,17383,AR
5,3,Arkansas,Ashley County,2020,19339,AR
5,5,Arkansas,Baxter County,2020,42242,AR
5,7,Arkansas,Benton County,2020,288774,AR
5,9,Arkansas,Boone County,2020,37625,AR
5,11,Arkansas,Bradley County,2020,10639,AR
5,13,Arkansas,Calhoun County,2020,5113,AR
5,15,Arkansas,Carroll County,2020,28276,AR
5,17,Arkansas,Chicot County,2020,9924,AR
5,19,Arkansas,Clark County,2020,22103,AR
5,21,Arkansas,Clay County,2020,14375,AR
5,23,Arkansas,Cleburne County,2020,24935,AR
5,25,Arkansas,Cleveland County,2020,7957,AR
5,27,Arkansas,Columbia County,2020,23331,AR
5,29,Arkansas,Conway County,2020,21037,AR
5,31,Arkansas,Craighead County,2020,112245,AR
5,33,Arkansas,Crawford County,2020,63409,AR
5,35,Arkansas,Crittenden County,2020,47616,AR
5,37,Arkansas,Cross County,2020,16142,AR
5,39,Arkansas,Dallas County,2020,6802,AR
5,41,Arkansas,Desha County,2020,11110,AR
5,43,Arkansas,Drew County,2020,17977,AR
5,45,Arkansas,Faulkner County,2020,126919,AR
5,47,Arkansas,Franklin County,2020,17897,AR
5,49,Arkansas,Fulton County,2020,12381,AR
5,51,Arkansas,Garland County,2020,99789,AR
5,53,Arkansas,Grant County,2020,18449,AR
5,55,Arkansas,Greene County,2020,45597,AR
5,57,Arkansas,Hempstead County,2020,21253,AR
5,59,Arkansas,Hot Spring County,2020,33787,AR
5,61,Arkansas,Howard County,2020,13109,AR
5,63,Arkansas,Independence County,2020,37757,AR
5,65,Arkansas,Izard County,2020,13613,AR
5,67,Arkansas,Jackson County,2020,16636,AR
5,69,Arkansas,Jefferson County,2020,65377,AR
5,71,Arkansas,Johnson County,2020,26513,AR
5,73,Arkansas,Lafayette County,2020,6596,AR
5,75,Arkansas,Lawrence County,2020,16410,AR
5,77,Arkansas,Lee County,2020,8513,AR
5,79,Arkansas,Lincoln County,2020,12944,AR
5,81,Arkansas,Little River County,2020,12180,AR
5,83,Arkansas,Logan County,2020,21410,AR
5,85,Arkansas,Lonoke County,2020,73921,AR
5,87,Arkansas,Madison County,2020,16644,AR
5,89,Arkansas,Marion County,2020,16790,AR
5,91,Arkansas,Miller County,2020,43177,AR
5,93,Arkansas,Mississippi County,2020,40066,AR
5,95,Arkansas,Monroe County,2020,6584,AR
5,97,Arkansas,Montgomery County,2020,9006,AR
5,99,Arkansas,Nevada County,2020,8099,AR
5,101,Arkansas,Newton County,2020,7602,AR
5,103,Arkansas,Ouachita County,2020,23167,AR
5,105,Arkansas,Perry County,2020,10327,AR
5,107,Arkansas,Phillips County,2020,17299,AR
5,109,Arkansas,Pike County,2020,10643,AR
5,111,Arkansas,Poinsett County,2020,23283,AR
5,113,Arkansas,Polk County,2020,19707,AR
5,115,Arkansas,Pope County,2020,64334,AR
5,117,Arkansas,Prairie County,2020,7966,AR
5,119,Arkansas,Pulaski County,2020,392980,AR
5,121,Arkansas,Randolph County,2020,18247,AR
5,123,Arkansas,St. Francis County,2020,24682,AR
5,125,Arkansas,Saline County,2020,123968,AR
5,127,Arkansas,Scott County,2020,10164,AR
5,129,Arkansas,Searcy County,2020,7842,AR
5,131,Arkansas,Sebastian County,2020,127590,AR
5,133,Arkansas,Sevier County,2020,16702,AR
5,135,Arkansas,Sharp County,2020,17424,AR
5,137,Arkansas,Stone County,2020,12674,AR
5,139,Arkansas,Union County,2020,38219,AR
5,141,Arkansas,Van Buren County,2020,16541,AR
5,143,Arkansas,Washington County,2020,243216,AR
5,145,Arkansas,White County,2020,78729,AR
5,147,Arkansas,Woodruff County,2020,6264,AR
5,149,Arkansas,Yell County,2020,21181,AR
6,1,California,Alameda County,2020,1662323,CA
6,3,California,Alpine County,2020,1119,CA
6,5,California,Amador County,2020,40083,CA
6,7,California,Butte County,2020,212744,CA
6,9,California,Calaveras County,2020,46308,CA
6,11,California,Colusa County,2020,21558,CA
6,13,California,Contra Costa County,2020,1152333,CA
6,15,California,Del Norte County,2020,27968,CA
6,17,California,El Dorado County,2020,192925,CA
6,19,California,Fresno County,2020,1000918,CA
6,21,California,Glenn County,2020,28283,CA
6,23,California,Humboldt County,2020,134977,CA
6,25,California,Imperial County,2020,180267,CA
6,27,California,Inyo County,2020,18046,CA
6,29,California,Kern County,2020,901362,CA
6,31,California,Kings County,2020,152692,CA
6,33,California,Lake County,2020,64479,CA
6,35,California,Lassen County,2020,30016,CA
6,37,California,Los Angeles County,2020,9943046,CA
6,39,California,Madera County,2020,157761,CA
6,41,California,Marin County,2020,257332,CA
6,43,California,Mariposa County,2020,17160,CA
6,45,California,Mendocino County,2020,86061,CA
6,47,California,Merced County,2020,279252,CA
6,49,California,Modoc County,2020,8763,CA
6,51,California,Mono County,2020,14534,CA
6,53,California,Monterey County,2020,430906,CA
6,55,California,Napa County,2020,135965,CA
6,57,California,Nevada County,2020,99606,CA
6,59,California,Orange County,2020,3166857,CA
6,61,California,Placer County,2020,402950,CA
6,63,California,Plumas County,2020,18967,CA
6,65,California,Riverside County,2020,2489188,CA
6,67,California,Sacramento County,2020,1559146,CA
6,69,California,San Benito County,2020,64055,CA
6,71,California,San Bernardino County,2020,2189183,CA
6,73,California,San Diego County,2020,3332427,CA
6,75,California,San Francisco County,2020,866606,CA
6,77,California,San Joaquin County,2020,767967,CA
6,79,California,San Luis Obispo County,2020,282249,CA
6,81,California,San Mateo County,2020,758308,CA
6,83,California,Santa Barbara County,2020,444766,CA
6,85,California,Santa Clara County,2020,1907105,CA
6,87,California,Santa Cruz County,2020,269925,CA
6,89,California,Shasta County,2020,179027,CA
6,91,California,Sierra County,2020,2920,CA
6,93,California,Siskiyou County,2020,43245,CA
6,95,California,Solano County,2020,446935,CA
6,97,California,Sonoma County,2020,489819,CA
6,99,California,Stanislaus County,2020,550081,CA
6,101,California,Sutter County,2020,96385,CA
6,103,California,Tehama County,2020,64494,CA
6,105,California,Trinity County,2020,12216,CA
6,107,California,Tulare County,2020,468680,CA
6,109,California,Tuolumne County,2020,54515,CA
6,111,California,Ventura County,2020,841387,CA
6,113,California,Yolo County,2020,219728,CA
6,115,California,Yuba County,2020,80160,CA
8,1,Colorado,Adams County,2020,519883,CO
8,3,Colorado,Alamosa County,2020,16180,CO
8,5,Colorado,Arapahoe County,2020,657452,CO
8,7,Colorado,Archuleta County,2020,14196,CO
8,9,Colorado,Baca County,2020,3555,CO
8,11,Colorado,Bent County,2020,5356,CO
8,13,Colorado,Boulder County,2020,327171,CO
8,14,Colorado,Broomfield County,2020,72236,CO
8,15,Colorado,Chaffee County,2020,20661,CO
8,17,Colorado,Cheyenne County,2020,1795,CO
8,19,Colorado,Clear Creek County,2020,9586,CO
8,21,Colorado,Conejos County,2020,8143,CO
8,23,Colorado,Costilla County,2020,3921,CO
8,25,Colorado,Crowley County,2020,5696,CO
8,27,Colorado,Custer County,2020,5183,CO
8,29,Colorado,Delta County,2020,31067,CO
8,31,Colorado,Denver County,2020,735538,CO
8,33,Colorado,Dolores County,2020,2096,CO
8,35,Colorado,Douglas County,2020,360750,CO
8,37,Colorado,Eagle County,2020,54929,CO
8,39,Colorado,Elbert County,2020,27313,CO
8,41,Colorado,El Paso County,2020,728310,CO
8,43,Colorado,Fremont County,2020,47867,CO
8,45,Colorado,Garfield County,2020,60366,CO
8,47,Colorado,Gilpin County,2020,6235,CO
8,49,Colorado,Grand County,2020,15794,CO
8,51,Colorado,Gunnison County,2020,17593,CO
8,53,Colorado,Hinsdale County,2020,808,CO
8,55,Colorado,Huerfano County,2020,6883,CO
8,57,Colorado,Jackson County,2020,1389,CO
8,59,Colorado,Jefferson County,2020,583283,CO
8,61,Colorado,Kiowa County,2020,1458,CO
8,63,Colorado,Kit Carson County,2020,7121,CO
8,65,Colorado,Lake County,2020,7987,CO
8,67,Colorado,La Plata County,2020,56564,CO
8,69,Colorado,Larimer County,2020,360428,CO
8,71,Colorado,Las Animas County,2020,14420,CO
8,73,Colorado,Lincoln County,2020,5680,CO
8,75,Colorado,Logan County,2020,21974,CO
8,77,Colorado,Mesa County,2020,155603,CO
8,79,Colorado,Mineral County,2020,773,CO
8,81,Colorado,Moffat County,2020,13144,CO
8,83,Colorado,Montezuma County,2020,26408,CO
8,85,Colorado,Montrose County,2020,43322,CO
8,87,Colorado,Morgan County,2020,28941,CO
8,89,Colorado,Otero County,2020,18201,CO
8,91,Colorado,Ouray County,2020,5001,CO
8,93,Colorado,Park County,2020,18955,CO
8,95,Colorado,Phillips County,2020,4367,CO
8,97,Colorado,Pitkin County,2020,17894,CO
8,99,Colorado,Prowers County,2020,12106,CO
8,101,Colorado,Pueblo County,2020,169823,CO
8,103,Colorado,Rio Blanco County,2020,6342,CO
8,105,Colorado,Rio Grande County,2020,11296,CO
8,107,Colorado,Routt County,2020,25560,CO
8,109,Colorado,Saguache County,2020,6938,CO
8,111,Colorado,San Juan County,2020,748,CO
8,113,Colorado,San Miguel County,2020,8105,CO
8,115,Colorado,Sedgwick County,2020,2260,CO
8,117,Colorado,Summit County,2020,30631,CO
8,119,Colorado,Teller County,2020,25529,CO
8,121,Colorado,Washington County,2020,4875,CO
8,123,Colorado,Weld County,2020,333983,CO
8,125,Colorado,Yuma County,2020,10047,CO
9,1,Connecticut,Fairfield County,2020,942426,CT
9,3,Connecticut,Hartford County,2020,889226,CT
9,5,Connecticut,Litchfield County,2020,179610,CT
9,7,Connecticut,Middlesex County,2020,161657,CT
9,9,Connecticut,New Haven County,2020,851948,CT
9,11,Connecticut,New London County,2020,264999,CT
9,13,Connecticut,Tolland County,2020,150600,CT
9,15,Connecticut,Windham County,2020,116540,CT
10,1,Delaware,Kent County,2020,183643,DE
10,3,Delaware,New Castle County,2020,561531,DE
10,5,Delaware,Sussex County,2020,241635,DE
12,1,Florida,Alachua County,2020,271218,FL
12,3,Florida,Baker County,2020,29566,FL
12,5,Florida,Bay County,2020,171322,FL
12,7,Florida,Bradford County,2020,28593,FL
12,9,Florida,Brevard County,2020,608459,FL
12,11,Florida,Broward County,2020,1958105,FL
12,13,Florida,Calhoun County,2020,14078,FL
12,15,Florida,Charlotte County,2020,194711,FL
12,17,Florida,Citrus County,2020,153010,FL
12,19,Florida,Clay County,2020,221770,FL
12,21,Florida,Collier County,2020,392973,FL
12,23,Florida,Columbia County,2020,72654,FL
12,27,Florida,DeSoto County,2020,38520,FL
12,29,Florida,Dixie County,2020,17057,FL
12,31,Florida,Duval County,2020,966728,FL
12,33,Florida,Escambia County,2020,322364,FL
12,35,Florida,Flagler County,2020,118451,FL
12,37,Florida,Franklin County,2020,12201,FL
12,39,Florida,Gadsden County,2020,45277,FL
12,41,Florida,Gilchrist County,2020,18885,FL
12,43,Florida,Glades County,2020,14198,FL
12,45,Florida,Gulf County,2020,13534,FL
12,47,Florida,Hamilton County,2020,14521,FL
12,49,Florida,Hardee County,2020,26822,FL
12,51,Florida,Hendry County,2020,42813,FL
12,53,Florida,Hernando County,2020,198792,FL
12,55,Florida,Highlands County,2020,106639,FL
12,57,Florida,Hillsborough County,2020,1497957,FL
12,59,Florida,Holmes County,2020,19594,FL
12,61,Florida,Indian River County,2020,162518,FL
12,63,Florida,Jackson County,2020,46085,FL
12,65,Florida,Jefferson County,2020,14543,FL
12,67,Florida,Lafayette County,2020,8482,FL
12,69,Florida,Lake County,2020,375492,FL
12,71,Florida,Lee County,2020,790767,FL
12,73,Florida,Leon County,2020,295460,FL
12,75,Florida,Levy County,2020,42214,FL
12,77,Florida,Liberty County,2020,8364,FL
12,79,Florida,Madison County,2020,18707,FL
12,81,Florida,Manatee County,2020,411219,FL
12,83,Florida,Marion County,2020,373513,FL
12,85,Florida,Martin County,2020,162088,FL
12,86,Florida,Miami-Dade County,2020,2707303,FL
12,87,Florida,Monroe County,2020,73900,FL
12,89,Florida,Nassau County,2020,91113,FL
12,91,Florida,Okaloosa County,2020,212820,FL
12,93,Florida,Okeechobee County,2020,42297,FL
12,95,Florida,Orange County,2020,1404396,FL
12,97,Florida,Osceola County,2020,385315,FL
12,99,Florida,Palm Beach County,2020,1507600,FL
12,101,Florida,Pasco County,2020,570412,FL
12,103,Florida,Pinellas County,2020,976802,FL
12,105,Florida,Polk County,2020,744552,FL
12,107,Florida,Putnam County,2020,74815,FL
12,109,Florida,St. Johns County,2020,278715,FL
12,111,Florida,St. Lucie County,2020,337186,FL
12,113,Florida,Santa Rosa County,2020,189139,FL
12,115,Florida,Sarasota County,2020,443465,FL
12,117,Florida,Seminole County,2020,474171,FL
12,119,Florida,Sumter County,2020,139018,FL
12,121,Florida,Suwannee County,2020,44851,FL
12,123,Florida,Taylor County,2020,21600,FL
12,125,Florida,Union County,2020,15182,FL
12,127,Florida,Volusia County,2020,561497,FL
12,129,Florida,Wakulla County,2020,34319,FL
12,131,Florida,Walton County,2020,76648,FL
12,133,Florida,Washington County,2020,25932,FL
13,1,Georgia,Appling County,2020,18325,GA
13,3,Georgia,Atkinson County,2020,8393,GA
13,5,Georgia,Bacon County,2020,11036,GA
13,7,Georgia,Baker County,2020,2971,GA
13,9,Georgia,Baldwin County,2020,45099,GA
13,11,Georgia,Banks County,2020,19352,GA
13,13,Georgia,Barrow County,2020,85588,GA
13,15,Georgia,Bartow County,2020,109426,GA
13,17,Georgia,Ben Hill County,2020,16614,GA
13,19,Georgia,Berrien County,2020,19408,GA
13,21,Georgia,Bibb County,2020,152737,GA
13,23,Georgia,Bleckley County,2020,12955,GA
13,25,Georgia,Brantley County,2020,19202,GA
13,27,Georgia,Brooks County,2020,15357,GA
13,29,Georgia,Bryan County,2020,40755,GA
13,31,Georgia,Bulloch County,2020,80839,GA
13,33,Georgia,Burke County,2020,22648,GA
13,35,Georgia,Butts County,2020,25426,GA
13,37,Georgia,Calhoun County,2020,6231,GA
13,39,Georgia,Camden County,2020,55388,GA
13,43,Georgia,Candler County,2020,10985,GA
13,45,Georgia,Carroll County,2020,121633,GA
13,47,Georgia,Catoosa County,2020,67996,GA
13,49,Georgia,Charlton County,2020,13430,GA
13,51,Georgia,Chatham County,2020,289463,GA
13,53,Georgia,Chattahoochee County,2020,10551,GA
13,55,Georgia,Chattooga County,2020,24843,GA
13,57,Georgia,Cherokee County,2020,265274,GA
13,59,Georgia,Clarke County,2020,127795,GA
13,61,Georgia,Clay County,2020,2866,GA
13,63,Georgia,Clayton County,2020,292646,GA
13,65,Georgia,Clinch County,2020,6582,GA
13,67,Georgia,Cobb County,2020,762944,GA
13,69,Georgia,Coffee County,2020,43218,GA
13,71,Georgia,Colquitt County,2020,45542,GA
13,73,Georgia,Columbia County,2020,160377,GA
13,75,Georgia,Cook County,2020,17291,GA
13,77,Georgia,Coweta County,2020,150849,GA
13,79,Georgia,Crawford County,2020,12231,GA
13,81,Georgia,Crisp County,2020,22034,GA
13,83,Georgia,Dade County,2020,16057,GA
13,85,Georgia,Dawson County,2020,27113,GA
13,87,Georgia,Decatur County,2020,26457,GA
13,89,Georgia,DeKalb County,2020,762009,GA
13,91,Georgia,Dodge County,2020,20452,GA
13,93,Georgia,Dooly County,2020,13174,GA
13,95,Georgia,Dougherty County,2020,86477,GA
13,97,Georgia,Douglas County,2020,147988,GA
13,99,Georgia,Early County,2020,10037,GA
13,101,Georgia,Echols County,2020,4002,GA
13,103,Georgia,Effingham County,2020,65765,GA
13,105,Georgia,Elbert County,2020,19335,GA
13,107,Georgia,Emanuel County,2020,22507,GA
13,109,Georgia,Evans County,2020,10638,GA
13,111,Georgia,Fannin County,2020,26521,GA
13,113,Georgia,Fayette County,2020,115821,GA
13,115,Georgia,Floyd County,2020,98604,GA
13,117,Georgia,Forsyth County,2020,250847,GA
13,119,Georgia,Franklin County,2020,23504,GA
13,121,Georgia,Fulton County,2020,1077402,GA
13,123,Georgia,Gilmer County,2020,31978,GA
13,125,Georgia,Glascock County,2020,2984,GA
13,127,Georgia,Glynn County,2020,85568,GA
13,129,Georgia,Gordon County,2020,58780,GA
13,131,Georgia,Grady County,2020,24491,GA
13,133,Georgia,Greene County,2020,18837,GA
13,135,Georgia,Gwinnett County,2020,942627,GA
13,137,Georgia,Habersham County,2020,46047,GA
13,139,Georgia,Hall County,2020,206591,GA
13,141,Georgia,Hancock County,2020,8494,GA
13,143,Georgia,Haralson County,2020,30383,GA
13,145,Georgia,Harris County,2020,36080,GA
13,147,Georgia,Hart County,2020,26406,GA
13,149,Georgia,Heard County,2020,11973,GA
13,151,Georgia,Henry County,2020,239139,GA
13,153,Georgia,Houston County,2020,160110,GA
13,155,Georgia,Irwin County,2020,9387,GA
13,157,Georgia,Jackson County,2020,76199,GA
13,159,Georgia,Jasper County,2020,14483,GA
13,161,Georgia,Jeff Davis County,2020,15213,GA
13,163,Georgia,Jefferson County,2020,15267,GA
13,165,Georgia,Jenkins County,2020,8746,GA
13,167,Georgia,Johnson County,2020,9667,GA
13,169,Georgia,Jones County,2020,28787,GA
13,171,Georgia,Lamar County,2020,19261,GA
13,173,Georgia,Lanier County,2020,10737,GA
13,175,Georgia,Laurens County,2020,47512,GA
13,177,Georgia,Lee County,2020,30234,GA
13,179,Georgia,Liberty County,2020,63004,GA
13,181,Georgia,Lincoln County,2020,8031,GA
13,183,Georgia,Long County,2020,20171,GA
13,185,Georgia,Lowndes County,2020,118268,GA
13,187,Georgia,Lumpkin County,2020,34186,GA
13,189,Georgia,McDuffie County,2020,21162,GA
13,191,Georgia,McIntosh County,2020,14387,GA
13,193,Georgia,Macon County,2020,12712,GA
13,195,Georgia,Madison County,2020,30457,GA
13,197,Georgia,Marion County,2020,8516,GA
13,199,Georgia,Meriwether County,2020,21164,GA
13,201,Georgia,Miller County,2020,5622,GA
13,205,Georgia,Mitchell County,2020,21602,GA
13,207,Georgia,Monroe County,2020,28042,GA
13,209,Georgia,Montgomery County,2020,9012,GA
13,211,Georgia,Morgan County,2020,19636,GA
13,213,Georgia,Murray County,2020,40032,GA
13,215,Georgia,Muscogee County,2020,196442,GA
13,217,Georgia,Newton County,2020,113295,GA
13,219,Georgia,Oconee County,2020,41124,GA
13,221,Georgia,Oglethorpe County,2020,15383,GA
13,223,Georgia,Paulding County,2020,173359,GA
13,225,Georgia,Peach County,2020,27950,GA
13,227,Georgia,Pickens County,2020,33127,GA
13,229,Georgia,Pierce County,2020,19522,GA
13,231,Georgia,Pike County,2020,19121,GA
13,233,Georgia,Polk County,2020,42840,GA
13,235,Georgia,Pulaski County,2020,11191,GA
13,237,Georgia,Putnam County,2020,22520,GA
13,239,Georgia,Quitman County,2020,2271,GA
13,241,Georgia,Rabun County,2020,17273,GA
13,243,Georgia,Randolph County,2020,6682,GA
13,245,Georgia,Richmond County,2020,202079,GA
13,247,Georgia,Rockdale County,2020,90939,GA
13,249,Georgia,Schley County,2020,5196,GA
13,251,Georgia,Screven County,2020,14012,GA
13,253,Georgia,Seminole County,2020,8060,GA
13,255,Georgia,Spalding County,2020,67414,GA
13,257,Georgia,Stephens County,2020,26107,GA
13,259,Georgia,Stewart County,2020,6689,GA
13,261,Georgia,Sumter County,2020,29282,GA
13,263,Georgia,Talbot County,2020,6143,GA
13,265,Georgia,Taliaferro County,2020,1562,GA
13,267,Georgia,Tattnall County,2020,25365,GA
13,269,Georgia,Taylor County,2020,8074,GA
13,271,Georgia,Telfair County,2020,15781,GA
13,273,Georgia,Terrell County,2020,8523,GA
13,275,Georgia,Thomas County,2020,44372,GA
13,277,Georgia,Tift County,2020,40719,GA
13,279,Georgia,Toombs County,2020,26973,GA
13,281,Georgia,Towns County,2020,12247,GA
13,283,Georgia,Treutlen County,2020,6822,GA
13,285,Georgia,Troup County,2020,70214,GA
13,287,Georgia,Turner County,2020,7882,GA
13,289,Georgia,Twiggs County,2020,8103,GA
13,291,Georgia,Union County,2020,25358,GA
13,293,Georgia,Upson County,2020,26527,GA
13,295,Georgia,Walker County,2020,70116,GA
13,297,Georgia,Walton County,2020,96875,GA
13,299,Georgia,Ware County,2020,35826,GA
13,301,Georgia,Warren County,2020,5232,GA
13,303,Georgia,Washington County,2020,20150,GA
13,305,Georgia,Wayne County,2020,30023,GA
13,307,Georgia,Webster County,2020,2595,GA
13,309,Georgia,Wheeler County,2020,7751,GA
13,311,Georgia,White County,2020,31094,GA
13,313,Georgia,Whitfield County,2020,103837,GA
13,315,Georgia,Wilcox County,2020,8502,GA
13,317,Georgia,Wilkes County,2020,9694,GA
13,319,Georgia,Wilkinson County,2020,8812,GA
13,321,Georgia,Worth County,2020,19972,GA
15,1,Hawaii,Hawaii County,2020,203340,HI
15,3,Hawaii,Honolulu County,2020,963826,HI
15,5,Hawaii,Kalawao County,2020,87,HI
15,7,Hawaii,Kauai County,2020,71851,HI
15,9,Hawaii,Maui County,2020,167902,HI
16,1,Idaho,Ada County,2020,494399,ID
16,3,Idaho,Adams County,2020,4447,ID
16,5,Idaho,Bannock County,2020,88795,ID
16,7,Idaho,Bear Lake County,2020,6143,ID
16,9,Idaho,Benewah County,2020,9430,ID
16,11,Idaho,Bingham County,2020,47202,ID
16,13,Idaho,Blaine County,2020,23426,ID
16,15,Idaho,Boise County,2020,8065,ID
16,17,Idaho,Bonner County,2020,46817,ID
16,19,Idaho,Bonneville County,2020,122134,ID
16,21,Idaho,Boundary County,2020,12656,ID
16,23,Idaho,Butte County,2020,2646,ID
16,25,Idaho,Camas County,2020,1130,ID
16,27,Idaho,Canyon County,2020,237053,ID
16,29,Idaho,Caribou County,2020,7123,ID
16,31,Idaho,Cassia County,2020,24277,ID
16,33,Idaho,Clark County,2020,852,ID
16,35,Idaho,Clearwater County,2020,8846,ID
16,37,Idaho,Custer County,2020,4249,ID
16,39,Idaho,Elmore County,2020,27448,ID
16,41,Idaho,Franklin County,2020,14215,ID
16,43,Idaho,Fremont County,2020,13218,ID
16,45,Idaho,Gem County,2020,18703,ID
16,47,Idaho,Gooding County,2020,15618,ID
16,49,Idaho,Idaho County,2020,16823,ID
16,51,Idaho,Jefferson County,2020,30581,ID
16,53,Idaho,Jerome County,2020,24578,ID
16,55,Idaho,Kootenai County,2020,170628,ID
16,57,Idaho,Latah County,2020,40830,ID
16,59,Idaho,Lemhi County,2020,8054,ID
16,61,Idaho,Lewis County,2020,3838,ID
16,63,Idaho,Lincoln County,2020,5358,ID
16,65,Idaho,Madison County,2020,40318,ID
16,67,Idaho,Minidoka County,2020,21216,ID
16,69,Idaho,Nez Perce County,2020,40755,ID
16,71,Idaho,Oneida County,2020,4520,ID
16,73,Idaho,Owyhee County,2020,12133,ID
16,75,Idaho,Payette County,2020,24771,ID
16,77,Idaho,Power County,2020,7643,ID
16,79,Idaho,Shoshone County,2020,12911,ID
16,81,Idaho,Teton County,2020,12501,ID
16,83,Idaho,Twin Falls County,2020,88411,ID
16,85,Idaho,Valley County,2020,11792,ID
16,87,Idaho,Washington County,2020,10360,ID
17,1,Illinois,Adams County,2020,64783,IL
17,3,Illinois,Alexander County,2020,5497,IL
17,5,Illinois,Bond County,2020,16262,IL
17,7,Illinois,Boone County,2020,52777,IL
17,9,Illinois,Brown County,2020,6546,IL
17,11,Illinois,Bureau County,2020,32303,IL
17,13,Illinois,Calhoun County,2020,4616,IL
17,15,Illinois,Carroll County,2020,14241,IL
17,17,Illinois,Cass County,2020,11925,IL
17,19,Illinois,Champaign County,2020,209192,IL
17,21,Illinois,Christian County,2020,32075,IL
17,23,Illinois,Clark County,2020,15268,IL
17,25,Illinois,Clay County,2020,13079,IL
17,27,Illinois,Clinton County,2020,37398,IL
17,29,Illinois,Coles County,2020,50383,IL
17,31,Illinois,Cook County,2020,5108284,IL
17,33,Illinois,Crawford County,2020,18512,IL
17,35,Illinois,Cumberland County,2020,10649,IL
17,37,Illinois,DeKalb County,2020,104491,IL
17,39,Illinois,De Witt County,2020,15368,IL
17,41,Illinois,Douglas County,2020,19510,IL
17,43,Illinois,DuPage County,2020,917481,IL
17,45,Illinois,Edgar County,2020,16858,IL
17,47,Illinois,Edwards County,2020,6356,IL
17,49,Illinois,Effingham County,2020,34065,IL
17,51,Illinois,Fayette County,2020,21264,IL
17,53,Illinois,Ford County,2020,12949,IL
17,55,Illinois,Franklin County,2020,38060,IL
17,57,Illinois,Fulton County,2020,33690,IL
17,59,Illinois,Gallatin County,2020,4793,IL
17,61,Illinois,Greene County,2020,12702,IL
17,63,Illinois,Grundy County,2020,50993,IL
17,65,Illinois,Hamilton County,2020,8084,IL
17,67,Illinois,Hancock County,2020,17422,IL
17,69,Illinois,Hardin County,2020,3808,IL
17,71,Illinois,Henderson County,2020,6535,IL
17,73,Illinois,Henry County,2020,48411,IL
17,75,Illinois,Iroquois County,2020,26711,IL
17,77,Illinois,Jackson County,2020,56675,IL
17,79,Illinois,Jasper County,2020,9465,IL
17,81,Illinois,Jefferson County,2020,37235,IL
17,83,Illinois,Jersey County,2020,21616,IL
17,85,Illinois,Jo Daviess County,2020,21239,IL
17,87,Illinois,Johnson County,2020,12358,IL
17,89,Illinois,Kane County,2020,531010,IL
17,91,Illinois,Kankakee County,2020,108594,IL
17,93,Illinois,Kendall County,2020,130638,IL
17,95,Illinois,Knox County,2020,49053,IL
17,97,Illinois,Lake County,2020,693593,IL
17,99,Illinois,LaSalle County,2020,107571,IL
17,101,Illinois,Lawrence County,2020,15467,IL
17,103,Illinois,Lee County,2020,33647,IL
17,105,Illinois,Livingston County,2020,35414,IL
17,107,Illinois,Logan County,2020,28383,IL
17,109,Illinois,McDonough County,2020,29295,IL
17,111,Illinois,McHenry County,2020,305888,IL
17,113,Illinois,McLean County,2020,171256,IL
17,115,Illinois,Macon County,2020,103015,IL
17,117,Illinois,Macoupin County,2020,44567,IL
17,119,Illinois,Madison County,2020,262635,IL
17,121,Illinois,Marion County,2020,37045,IL
17,123,Illinois,Marshall County,2020,11309,IL
17,125,Illinois,Mason County,2020,13173,IL
17,127,Illinois,Massac County,2020,13636,IL
17,129,Illinois,Menard County,2020,12068,IL
17,131,Illinois,Mercer County,2020,15225,IL
17,133,Illinois,Monroe County,2020,34739,IL
17,135,Illinois,Montgomery County,2020,28045,IL
17,137,Illinois,Morgan County,2020,33400,IL
17,139,Illinois,Moultrie County,2020,14347,IL
17,141,Illinois,Ogle County,2020,50306,IL
17,143,Illinois,Peoria County,2020,177652,IL
17,145,Illinois,Perry County,2020,20664,IL
17,147,Illinois,Piatt County,2020,16355,IL
17,149,Illinois,Pike County,2020,15239,IL
